"","chamber","icpsr","state_abbrev","party_code","bioname","born","died","gen","nominate_dim1","nominate_dim2","wing","region","total_vote","iso_num","oppo_per","first_cong","last_cong","congress_num","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102"
"1250","House",14814,"MI","Republican","DUNN, James Whitney",1943,"X","silent",0.18,-0.479,"Center","Midwest",108,37,0.342592592592593,97,97,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.342592592592593","X","X","X","X","X"
"1251","Senate",1317,"OH","Republican","BURTON, Harold Hitz",1888,"1964","lost",0.101,-0.995,"Center","Midwest",73,25,0.342465753424658,77,79,3,"X","X","X","0.428571428571429","0.238095238095238","0.2","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1252","House",5476,"LA","Democrat","LARCADE, Henry Dominique, Jr.",1890,"1966","lost",-0.046,0.627,"Right","South",73,25,0.342465753424658,78,82,5,"X","X","X","X","0","0.363636363636364","0.466666666666667","0.636363636363636","0.375","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1253","House",1577,"TX","Democrat","CASEY, Robert Randolph",1915,"1986","greatest",-0.098,0.783,"Right","Southwest",403,138,0.342431761786601,86,94,9,"X","X","X","X","X","X","X","X","X","X","X","X","0.571428571428571","0.511627906976744","0.56","0.326530612244898","0.432432432432432","0.205128205128205","0.183333333333333","0.305882352941176","0.295454545454545","X","X","X","X","X","X","X","X"
"1254","House",15449,"CT","Republican","SHAYS, Christopher H.",1945,"X","silent",0.129,-0.992,"Center","North",225,77,0.342222222222222,100,110,11,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.341176470588235","0.357894736842105","0.311111111111111"
"1255","House",10519,"ME","Republican","GARLAND, Peter Adams",1923,"2005","greatest",0.209,0.03,"Right","North",38,13,0.342105263157895,87,87,1,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.342105263157895","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1256","House",14276,"NE","Republican","SMITH, Virginia Dodd",1911,"2006","greatest",0.238,0.033,"Right","Midwest",1004,343,0.341633466135458,94,101,8,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.316455696202532","0.349397590361446","0.38255033557047","0.27027027027027","0.441176470588235","0.371681415929204","0.299363057324841","0.258064516129032","X"
"1257","House",10601,"MD","Democrat","LONG, Clarence Dickinson",1908,"1994","greatest",-0.274,0.098,"Center","South",958,327,0.34133611691023,88,98,11,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","0","0.0384615384615385","0.238095238095238","0.288888888888889","0.4","0.505747126436782","0.280898876404494","0.374233128834356","0.310810810810811","0.281818181818182","0.529850746268657","X","X","X","X"
"1258","House",29104,"CA","Republican","DOOLITTLE, John Taylor",1950,"X","boomer",0.519,0.156,"Right","West",44,15,0.340909090909091,102,110,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.340909090909091"
"1259","House",14453,"MI","Republican","STOCKMAN, David Alan",1946,"X","boomer",0.401,-0.488,"Center","Midwest",267,91,0.340823970037453,95,97,3,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.310810810810811","0.378151260504202","X","X","X","X","X","X"
"1260","House",7495,"VT","Republican","PLUMLEY, Charles Albert",1875,"1964","missionary",0.281,-0.103,"Center","North",135,46,0.340740740740741,73,81,9,"0.666666666666667","0.727272727272727","0.407407407407407","0.166666666666667","0.125","0.315789473684211","0.153846153846154","0.571428571428571","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1261","House",14874,"MS","Democrat","DOWDY, Charles Wayne",1943,"X","silent",-0.259,0.724,"Right","South",405,138,0.340740740740741,97,100,4,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.289156626506024","0.3","0.33","0.428571428571429","X","X"
"1262","House",14237,"KY","Democrat","HUBBARD, Carroll, Jr.",1937,"X","silent",-0.038,0.476,"Center","South",993,338,0.340382678751259,94,102,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.382716049382716","0.305732484076433","0.403225806451613","0.278846153846154","0.381679389312977","0.252252252252252","0.385135135135135","0.304347826086957","0.377777777777778"
"1263","House",9690,"NJ","Republican","VREELAND, Albert Lincoln",1901,"1975","greatest",0.211,-0.103,"Center","North",50,17,0.34,76,77,2,"X","X","0.428571428571429","0.227272727272727","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1264","House",10564,"WI","Republican","THOMSON, Vernon Wallace",1905,"1988","greatest",0.233,-0.061,"Center","Midwest",353,120,0.339943342776204,87,93,7,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.5","0.566666666666667","0.510204081632653","0.439024390243902","0.295454545454545","0.213114754098361","0.142857142857143","X","X","X","X","X","X","X","X","X"
"1265","House",14437,"MT","Republican","MARLENEE, Ronald Charles",1935,"X","silent",0.393,-0.212,"Center","Rockies",912,310,0.339912280701754,95,102,8,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.442307692307692","0.475177304964539","0.313131313131313","0.299212598425197","0.226415094339623","0.24025974025974","0.337078651685393","0.35"
"1266","House",10579,"CA","Republican","CLAUSEN, Donald Holst",1923,"2015","greatest",0.16,0.036,"Right","West",762,259,0.33989501312336,88,97,10,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.56","0.511111111111111","0.461538461538462","0.236842105263158","0.280701754385965","0.357142857142857","0.283950617283951","0.335570469798658","0.427536231884058","0.160377358490566","X","X","X","X","X"
"1267","House",2588,"TX","Democrat","DIES, Martin, Jr.",1900,"1972","lost",0.003,1,"Right","Southwest",109,37,0.339449541284404,72,85,10,"0.357142857142857","0.444444444444444","0","0.0625","0","X","X","X","X","0.615384615384615","0.533333333333333","0.6875","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1268","House",10535,"MD","Republican","MATHIAS, Charles McCurdy, Jr.",1922,"2010","greatest",-0.033,-0.999,"Left","South",979,332,0.339121552604699,87,99,13,"X","X","X","X","X","X","X","X","X","X","X","X","X","0.0476190476190476","0.0689655172413793","0.0714285714285714","0.0571428571428571","X","X","X","X","X","X","X","X","X","X","X","X"
"1269","Senate",10535,"MD","Republican","MATHIAS, Charles McCurdy, Jr.",1922,"2010","greatest",-0.033,-0.999,"Left","South",979,332,0.339121552604699,87,99,13,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.413333333333333","0.426229508196721","0.461538461538462","0.329113924050633","0.36144578313253","0.233766233766234","0.358024691358025","0.365591397849462","0.47008547008547","X","X","X"
"1270","House",8258,"OH","Republican","SCHENCK, Paul Fornshell",1899,"1968","lost",0.298,-0.242,"Center","Midwest",151,51,0.337748344370861,82,88,7,"X","X","X","X","X","X","X","X","0.5","0.307692307692308","0.133333333333333","0.241379310344828","0.142857142857143","0.425","0.551724137931034","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1271","House",15068,"SC","Democrat","TALLON, Robert Mooneyhan, Jr. (Robin)",1946,"X","boomer",-0.1,0.366,"Center","South",534,180,0.337078651685393,98,102,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.368421052631579","0.339285714285714","0.357142857142857","0.301075268817204","0.238095238095238"
"1272","House",8399,"CT","Democrat","SHANLEY, James Andrew",1896,"1965","lost",-0.389,-0.579,"Left","North",95,32,0.336842105263158,74,77,4,"0.333333333333333","0.4","0.258064516129032","0.384615384615385","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1273","House",11035,"MS","Democrat","MONTGOMERY, Gillespie V. (Sonny)",1920,"2006","greatest",0.017,1,"Right","South",1264,425,0.33623417721519,90,104,15,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.625","0.463414634146341","0.305084745762712","0.523255813953488","0.471264367816092","0.322981366459627","0.424657534246575","0.214953271028037","0.282442748091603","0.236842105263158","0.256410256410256","0.263736263736264","0.266666666666667"
"1274","House",6761,"OR","Republican","MOTT, James Wheaton",1883,"1945","lost",0.158,-0.118,"Center","West",119,40,0.336134453781513,73,79,7,"0.5","0.6","0.4375","0.307692307692308","0.0555555555555556","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1275","House",13016,"CT","Democrat","GRASSO, Ella Tambussi",1919,"1981","greatest",-0.291,-0.126,"Left","North",119,40,0.336134453781513,92,93,2,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.306122448979592","0.357142857142857","X","X","X","X","X","X","X","X","X"
"1276","House",14037,"TX","Democrat","MILFORD, Dale",1926,"1997","greatest",0.012,0.639,"Right","Southwest",253,85,0.33596837944664,93,95,3,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.4","0.346666666666667","0.287037037037037","X","X","X","X","X","X","X"
"1277","House",15064,"SC","Democrat","SPRATT, John McKee, Jr.",1942,"X","silent",-0.256,0.255,"Center","South",536,180,0.335820895522388,98,111,14,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.338235294117647","0.415929203539823","0.4","0.231578947368421","0.119047619047619"
"1278","House",13002,"TX","Republican","ARCHER, William Reynolds, Jr.",1928,"X","silent",0.496,0.2,"Right","Southwest",1189,399,0.335576114381833,92,106,15,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.360655737704918","0.44047619047619","0.443181818181818","0.346153846153846","0.424657534246575","0.279279279279279","0.345588235294118","0.221238938053097","0.248407643312102","0.282608695652174","0.377777777777778"
"1279","Senate",15702,"NE","Democrat","KERREY, J. Robert",1943,"X","silent",-0.223,-0.055,"Left","Midwest",170,57,0.335294117647059,101,106,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.333333333333333","0.338983050847458"
"1280","House",12029,"KS","Republican","SEBELIUS, Keith George",1916,"1982","greatest",0.277,0.134,"Right","Midwest",546,183,0.335164835164835,91,96,6,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.333333333333333","0.275862068965517","0.341176470588235","0.418604651162791","0.285714285714286","0.362903225806452","X","X","X","X","X","X"
"1281","House",14266,"CA","Democrat","PATTERSON, Jerry Mumford",1934,"X","silent",-0.367,0.007,"Center","West",594,199,0.335016835016835,94,98,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.197674418604651","0.346938775510204","0.341269841269841","0.349514563106796","0.393939393939394","X","X","X","X"
"1282","House",14655,"WI","Republican","ROTH, Toby A.",1938,"X","silent",0.351,-0.21,"Center","Midwest",792,265,0.33459595959596,96,104,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.446666666666667","0.173076923076923","0.356060606060606","0.31858407079646","0.331168831168831","0.319148936170213","0.355555555555556"
"1283","House",14429,"GA","Democrat","JENKINS, Edgar Lanier (Ed)",1933,"2012","silent",-0.116,0.678,"Right","South",870,291,0.33448275862069,95,102,8,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.379032258064516","0.368794326241135","0.233644859813084","0.35","0.357142857142857","0.36986301369863","0.236559139784946","0.341463414634146"
"1284","House",10545,"NY","Democrat","PIKE, Otis Grey",1921,"2014","greatest",-0.162,-0.125,"Left","North",619,207,0.334410339256866,87,95,9,"X","X","X","X","X","X","X","X","X","X","X","X","X","0","0.0645161290322581","0.111111111111111","0.166666666666667","0.260869565217391","0.412698412698413","0.454545454545455","0.359550561797753","0.506172839506173","X","X","X","X","X","X","X"
"1285","House",15089,"TX","Democrat","BUSTAMANTE, Albert G.",1935,"X","silent",-0.392,0.667,"Right","Southwest",380,127,0.334210526315789,99,102,4,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.365384615384615","0.420689655172414","0.225806451612903","0.184210526315789"
"1286","House",10717,"AL","Republican","DICKINSON, William Louis",1925,"2008","greatest",0.398,-0.057,"Center","South",1257,420,0.334128878281623,89,102,14,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.644444444444444","0.578947368421053","0.375","0.285714285714286","0.421686746987952","0.425287356321839","0.326666666666667","0.422222222222222","0.221153846153846","0.27906976744186","0.234234234234234","0.264900662251656","0.255813953488372","0.30952380952381"
"1287","House",10736,"ME","Democrat","HATHAWAY, William Dodd",1924,"2013","greatest",-0.465,-0.04,"Left","North",482,161,0.33402489626556,89,95,7,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.037037037037037","0.0263157894736842","0.191489361702128","0.403225806451613","X","X","X","X","X","X","X","X","X","X"
"1288","Senate",12100,"AL","Democrat","ALLEN, James Browning",1912,"1978","greatest",0.016,1,"Right","South",482,161,0.33402489626556,91,95,5,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.344827586206897","0.255474452554745","0.313559322033898","0.4","0.454545454545455","X","X","X","X","X","X","X"
"1289","Senate",10736,"ME","Democrat","HATHAWAY, William Dodd",1924,"2013","greatest",-0.465,-0.04,"Left","North",482,161,0.33402489626556,89,95,7,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.495798319327731","0.420454545454545","0.378378378378378","X","X","X","X","X","X","X"
"1290","House",14635,"KY","Republican","HOPKINS, Larry Jones",1933,"X","silent",0.347,-0.242,"Center","South",782,261,0.333759590792839,96,102,7,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.409395973154362","0.268518518518519","0.462686567164179","0.247787610619469","0.280254777070064","0.347826086956522","0.172413793103448"
"1291","House",3799,"AZ","Democrat","GREENWAY, Isabella Selmes",1886,"1953","lost",-0.373,-0.658,"Left","Southwest",12,4,0.333333333333333,73,74,2,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1292","House",19,"IL","Democrat","ADAIR, Jackson Leroy",1887,"1956","lost",-0.24,0.024,"Center","Midwest",9,3,0.333333333333333,73,74,2,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1293","House",3841,"IN","Democrat","GRISWOLD, Glenn Hasenfratz",1890,"1940","lost",-0.061,0.313,"Center","Midwest",18,6,0.333333333333333,72,75,4,"0.125","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1294","House",3810,"KY","Democrat","GREGORY, William Voris",1877,"1936","missionary",-0.244,0.828,"Right","South",15,5,0.333333333333333,70,74,5,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1295","House",4002,"ME","Democrat","HAMLIN, Simon Moulton",1866,"1939","missionary",-0.266,0.564,"Right","North",6,2,0.333333333333333,74,74,1,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1296","House",6587,"MT","Democrat","MONAGHAN, Joseph Patrick",1906,"1985","greatest",-0.468,-0.884,"Left","Rockies",15,5,0.333333333333333,73,74,2,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1297","House",7386,"NY","Democrat","PEYSER, Theodore Albert",1873,"1937","missionary",-0.568,-0.823,"Left","North",6,2,0.333333333333333,73,75,3,"0","0.5","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1298","House",8550,"NY","Democrat","SISSON, Frederick James",1879,"1949","missionary",-0.654,-0.589,"Left","North",12,4,0.333333333333333,73,74,2,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1299","House",1079,"PA","Democrat","BROOKS, Joshua Twing",1884,"1956","lost",-0.359,0.17,"Center","North",9,3,0.333333333333333,73,74,2,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1300","House",2900,"PA","Democrat","ELLENBOGEN, Henry",1900,"1985","lost",-0.481,-0.877,"Left","North",18,6,0.333333333333333,73,75,3,"0.230769230769231","0.6","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1301","House",9512,"TN","Democrat","TURNER, Clarence Wyly",1866,"1939","missionary",-0.083,0.997,"Right","South",30,10,0.333333333333333,67,76,5,"0.466666666666667","0.272727272727273","0","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1302","House",2198,"TX","Democrat","CROSS, Oliver Harlan",1868,"1960","missionary",-0.275,0.856,"Right","Southwest",15,5,0.333333333333333,71,74,4,"0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1303","House",5150,"NY","Democrat","KELLY, George Bradshaw",1900,"1971","lost",-0.634,-0.696,"Left","North",6,2,0.333333333333333,75,75,1,"X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1304","House",5472,"NY","Democrat","LANZETTA, James Joseph",1894,"1956","lost",-0.48,-0.877,"Left","North",9,3,0.333333333333333,73,75,2,"X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1305","House",6753,"OH","Democrat","MOSIER, Harold Gerard",1889,"1971","lost",-0.165,0.046,"Center","Midwest",9,3,0.333333333333333,75,75,1,"X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1306","House",9134,"PA","Democrat","SWOPE, Guy Jacob",1892,"1969","lost",-0.393,-0.32,"Left","North",9,3,0.333333333333333,75,75,1,"X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1307","House",1542,"OH","Republican","CARSON, Henderson Haverfield",1893,"1971","lost",0.377,-0.131,"Center","Midwest",30,10,0.333333333333333,78,80,2,"X","X","X","X","0.375","X","0.285714285714286","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1308","Senate",4692,"OH","Democrat","HUFFMAN, James Wylie",1894,"1980","lost",-0.273,0.447,"Center","Midwest",9,3,0.333333333333333,79,79,1,"X","X","X","X","X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1309","House",4955,"OK","Democrat","JOHNSON, Glen Dale",1911,"1983","greatest",-0.288,0.411,"Center","Southwest",9,3,0.333333333333333,80,80,1,"X","X","X","X","X","X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1310","House",2206,"PA","Republican","CROW, William Josiah",1902,"1974","greatest",0.319,-0.827,"Center","North",15,5,0.333333333333333,80,80,1,"X","X","X","X","X","X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1311","Senate",2333,"KS","Republican","DARBY, Harry",1895,"1987","lost",0.218,0.265,"Right","Midwest",9,3,0.333333333333333,81,81,1,"X","X","X","X","X","X","X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1312","House",2143,"FL","Republican","CRAMER, William Cato",1922,"2003","greatest",0.218,0.159,"Right","South",255,85,0.333333333333333,84,91,8,"X","X","X","X","X","X","X","X","X","X","0","0.0714285714285714","0.1","0.315789473684211","0.607142857142857","0.480769230769231","0.4","0.323529411764706","X","X","X","X","X","X","X","X","X","X","X"
"1313","Senate",777,"TX","Democrat","BLAKLEY, William Arvis",1898,"1976","lost",0.106,0.9,"Right","Southwest",9,3,0.333333333333333,85,87,2,"X","X","X","X","X","X","X","X","X","X","X","0","X","0.75","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1314","House",5625,"OH","Democrat","LEVERING, Robert Woodrow",1914,"1989","greatest",-0.24,0.339,"Center","Midwest",21,7,0.333333333333333,86,86,1,"X","X","X","X","X","X","X","X","X","X","X","X","0.333333333333333","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"1315","House",10700,"WA","Democrat","ADAMS, Brockman (Brock)",1927,"2004","greatest",-0.396,-0.127,"Left","West",666,222,0.333333333333333,89,102,10,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.0392156862745098","0.0952380952380952","0.255813953488372","0.350877192982456","0.390804597701149","0.25609756097561","X","X","X","X","X","X","X","X"
